,Name,age,footed,height,weight,current_club,League,Tier,FW,MF,DF
623,Emir Karic,27.0,Left,186.0,86.0,Sturm Graz,Bundesliga,1,0,1,1
624,Emirhan İlkhan,20.0,,175.0,68.0,Başakşehir,Süper Lig,1,0,1,0
625,Emmanuel Agbadou,27.0,Right,192.0,84.0,Reims,Ligue 1,1,0,0,1
626,Emmanuel Ekong,22.0,,183.0,73.0,Empoli,Serie A,1,1,0,0
627,Emmanuel Gyasi,30.0,Right,181.0,73.0,Empoli,Serie A,1,1,1,1
628,Emmanuel Sabbi,26.0,,179.0,69.0,Le Havre,Ligue 1,1,1,1,0
629,Emre Can,30.0,Right,184.0,73.0,Dortmund,Bundesliga,1,0,1,1
630,Enes Ünal,27.0,Right,185.0,74.0,Bournemouth,Premier League,1,1,0,0
631,Enso Gonzalez,19.0,Left,,,Wolverhampton Wanderers,PL2,6,0,1,0
632,Enzo Barrenechea,23.0,,186.0,81.0,Frosinone,Serie A,1,0,1,0
633,Enzo Ebosse,25.0,Left,185.0,78.0,Udinese,Serie A,1,0,0,1
634,Enzo Fernández,23.0,Right,178.0,78.0,Chelsea,Premier League,1,0,1,0
635,Enzo Le Fée,24.0,Right,170.0,64.0,Roma,Serie A,1,0,1,0
636,Enzo Loiodice,23.0,Left,176.0,59.0,Las Palmas,La Liga,1,0,1,0
637,Enzo Millot,22.0,Left,175.0,72.0,Stuttgart,Bundesliga,1,0,1,0
638,Enzo Tchato,21.0,Right,180.0,68.0,Montpellier,Ligue 1,1,0,0,1
639,Eren Dinkçi,22.0,Right,188.0,79.0,Freiburg,Bundesliga,1,1,1,0
640,Erhan Mašović,25.0,Right,187.0,73.0,Bochum,Bundesliga,1,0,0,1
641,Eric Bailly,30.0,Right,187.0,77.0,Villarreal,La Liga,1,0,0,1
642,Eric Dier,30.0,Right,188.0,87.0,Bayern Munich,Bundesliga,1,0,1,1
643,Eric García,23.0,Right,183.0,73.0,Barcelona,La Liga,1,0,0,1
644,Eric Martel,22.0,Right,187.0,81.0,Köln,2,2,0,1,0
645,Eric Monjonell,,,,,Lommel SK,Pro League B,2,0,0,1
646,Erik Botheim,24.0,Right,180.0,69.0,Malmö,Allsvenskan,1,1,0,0
647,Erling Haaland,24.0,Left,191.0,87.0,Manchester City,Premier League,1,1,1,0
648,Ermedin Demirović,26.0,Right,185.0,82.0,Stuttgart,Bundesliga,1,1,1,0
649,Ernest Nuamah,20.0,,,,Lyon,Ligue 1,1,1,0,0
650,Ethan Brierley,,,,,Rochdale,League Two,4,0,1,0
651,Ethan Nwaneri,17.0,,180.0,82.0,Arsenal,Premier League,1,0,1,0
652,Ethan Pinnock,31.0,Left,188.0,78.0,Brentford,Premier League,1,0,0,1
653,Etienne Camara,21.0,,,,Charleroi,Pro League A,1,0,1,0
654,Etienne Youte Kinkoue,22.0,Right,196.0,84.0,Le Havre,Ligue 1,1,0,0,1
655,Evan Ferguson,19.0,,183.0,,Brighton,Premier League,1,1,0,0
656,Evann Guessand,23.0,,185.0,78.0,Nice,Ligue 1,1,1,0,0
657,Exequiel Palacios,25.0,Right,177.0,69.0,Leverkusen,Bundesliga,1,0,1,1
658,Ezequiel Ávila,30.0,Right,179.0,74.0,Betis,La Liga,1,1,1,0
659,Ezri Konsa,26.0,Right,183.0,77.0,Aston Villa,Premier League,1,1,0,1
660,Fabian Nürnberger,25.0,Left,178.0,72.0,Darmstadt 98,2,2,0,1,1
661,Fabian Rieder,22.0,,181.0,73.0,Stuttgart,Bundesliga,1,1,1,0
662,Fabian Rüdlin,27.0,,,,Freiburg,Bundesliga,1,0,1,0
663,Fabian Schnellhardt,,Left,180.0,74.0,Darmstadt 98,Bundesliga,1,0,1,0
664,Fabian Schär,32.0,Right,186.0,84.0,Newcastle Utd,Premier League,1,0,0,1
665,Fabiano Parisi,23.0,Left,178.0,72.0,Fiorentina,Serie A,1,0,0,1
666,Fabien Centonze,28.0,Right,190.0,82.0,Hellas Verona,Serie A,1,0,1,1
667,Fabio Carvalho,22.0,Right,180.0,74.0,Brentford,Premier League,1,1,1,0
668,Fabio Chiarodia,19.0,,186.0,79.0,Gladbach,Bundesliga,1,0,0,1
669,Fabio González,27.0,,,,Las Palmas,La Liga,1,0,1,0
670,Fabio Miretti,21.0,Right,180.0,72.0,Juventus,Serie A,1,0,1,0
671,Fabio Torsiello,19.0,,,,Darmstadt 98,Bundesliga,1,1,0,0
672,Fabio Vieira,24.0,Left,170.0,66.0,Arsenal,Premier League,1,0,1,0
673,Fabián Ruiz Peña,28.0,Left,189.0,69.0,Paris S-G,Ligue 1,1,0,1,0
674,Fabrizio Angileri,30.0,Left,179.0,73.0,Getafe,La Liga,1,0,1,1
675,Facundo Buonanotte,19.0,,,,Leicester City,Premier League,1,1,1,0
676,Facundo Medina,25.0,Left,184.0,82.0,Lens,Ligue 1,1,0,0,1
677,Facundo Pellistri,22.0,Right,174.0,68.0,Panathinaikos,Super League,1,1,1,0
678,Faitout Maouassa,26.0,Left,170.0,73.0,Lens,Ligue 1,1,0,1,1
679,Falaye Sacko,29.0,Right,178.0,69.0,Montpellier,Ligue 1,1,0,0,1
680,Fali,31.0,Right,186.0,77.0,Cádiz,La Liga 2,2,0,1,1
681,Fali Candé,26.0,Left,184.0,77.0,Metz,Ligue 2,2,0,0,1
682,Famara Diedhiou,31.0,Right,192.0,79.0,Cardiff City,Championship,2,1,0,0
683,Fares Chaïbi,21.0,Right,183.0,69.0,Eint Frankfurt,Bundesliga,1,1,1,0
684,Faris Pemi Moumbagna,24.0,Right,183.0,77.0,Marseille,Ligue 1,1,1,0,0
685,Faroukou Cissé,20.0,,,,Royal Standard de Liège U23,Pro League B,2,0,0,1
686,Fede San Emeterio,27.0,Right,174.0,68.0,Cádiz,La Liga 2,2,0,1,0
687,Federico Baschirotto,27.0,Right,184.0,77.0,Lecce,Serie A,1,0,0,1
688,Federico Bonazzoli,27.0,Left,182.0,78.0,Cremonese,Serie B,2,1,0,0
689,Federico Chiesa,26.0,Right,175.0,69.0,Juventus,Serie A,1,1,1,1
690,Federico Di Francesco,30.0,Right,178.0,71.0,Palermo,Serie B,2,1,1,0
691,Federico Dimarco,26.0,Left,175.0,74.0,Inter,Serie A,1,0,1,1
692,Federico Fazio,,Right,195.0,87.0,Salernitana,Serie A,1,0,0,1
693,Federico Gatti,26.0,,190.0,74.0,Juventus,Serie A,1,0,0,1
694,Federico Gattoni,25.0,,183.0,78.0,River Plate,Liga Argentina,1,0,0,1
695,Federico Valverde,26.0,Right,183.0,72.0,Real Madrid,La Liga,1,1,1,0
696,Felipe,,Right,184.0,77.0,Nott'ham Forest,Premier League,1,0,0,1
697,Felipe Anderson,31.0,Right,175.0,69.0,Palmeiras,Série A,1,1,1,0
698,Felix Agu,24.0,Right,180.0,73.0,Werder Bremen,Bundesliga,1,0,1,1
699,Felix Nmecha,23.0,Right,185.0,74.0,Dortmund,Bundesliga,1,0,1,0
700,Felix Passlack,26.0,Right,170.0,73.0,Bochum,Bundesliga,1,0,1,1
701,Femi Seriki,22.0,,,,Sheffield Utd,Championship,2,0,0,1
702,Ferland Mendy,29.0,Left,178.0,73.0,Real Madrid,La Liga,1,0,0,1
703,Fermin López,21.0,,,,Barcelona,La Liga,1,1,0,0
704,Fernando,37.0,Right,183.0,74.0,Internacional,Série A,1,0,1,1
705,Ferrán Torres,24.0,Right,184.0,77.0,Barcelona,La Liga,1,1,1,0
706,Festy Ebosele,22.0,,176.0,79.0,Udinese,Serie A,1,0,1,1
707,Fikayo Tomori,26.0,Right,185.0,74.0,Milan,Serie A,1,0,0,1
708,Filip Jagiełło,27.0,Right,182.0,69.0,Lech Poznań,Ekstraklasa,1,0,1,0
709,Filip Kostić,31.0,Left,176.0,73.0,Juventus,Serie A,1,1,1,1
710,Filip Stojilković,24.0,,,,Darmstadt 98,2,2,1,0,0
711,Filippo Ranocchia,23.0,Right,186.0,76.0,Palermo,Serie B,2,0,1,0
712,Filippo Terracciano,21.0,Right,181.0,68.0,Milan,Serie A,1,0,0,1
713,Finley Munroe,19.0,,,,Aston Villa,Premier League,1,0,0,1
714,Finn Ole Becker,24.0,Left,177.0,73.0,Hoffenheim,Bundesliga,1,0,1,0
715,Flavien Tait,31.0,Right,175.0,69.0,Samsunspor,Süper Lig,1,1,1,0
716,Flavius Daniliuc,23.0,Right,183.0,82.0,Hellas Verona,Serie A,1,0,0,1
717,Florent Mollet,32.0,Right,174.0,68.0,Nantes,Ligue 1,1,1,1,0
718,Florent Muslija,26.0,Right,172.0,64.0,Freiburg,Bundesliga,1,1,1,0
719,Florent Ogier,,Right,182.0,74.0,Clermont Foot,Ligue 1,1,0,0,1
720,Florian Dietz,26.0,,190.0,83.0,Köln,2,2,1,0,0
721,Florian Grillitsch,29.0,Right,186.0,73.0,Hoffenheim,Bundesliga,1,0,1,1
722,Florian Kainz,31.0,Right,174.0,67.0,Köln,Bundesliga,1,1,1,0
723,Florian Lejeune,33.0,Right,188.0,81.0,Rayo Vallecano,La Liga,1,0,1,1
724,Florian Neuhaus,27.0,Right,182.0,73.0,Gladbach,Bundesliga,1,0,1,0
725,Florian Pick,29.0,Right,176.0,67.0,Nürnberg,2,2,1,1,0
726,Florian Sotoca,33.0,Right,187.0,78.0,Lens,Ligue 1,1,1,1,0
727,Florian Thauvin,31.0,Left,179.0,69.0,Udinese,Serie A,1,1,1,0
728,Florian Wirtz,21.0,Right,175.0,68.0,Leverkusen,Bundesliga,1,1,1,0
729,Fodé Ballo-Touré,27.0,Left,182.0,69.0,Fulham,Premier League,1,0,0,1
730,Folarin Balogun,23.0,Right,179.0,73.0,Monaco,Ligue 1,1,1,0,0
731,Formose Mendy,23.0,,191.0,76.0,Lorient,Ligue 2,2,0,0,1
732,Fran Beltrán,25.0,Right,172.0,68.0,Celta Vigo,La Liga,1,0,1,0
733,Fran Garcia,25.0,Left,167.0,60.0,Real Madrid,La Liga,1,0,0,1
734,Francesco Acerbi,36.0,Left,192.0,87.0,Inter,Serie A,1,0,0,1
735,Francesco Caputo,37.0,Right,181.0,73.0,Empoli,Serie A,1,1,0,0
736,Francesco Gelli,27.0,,,,Frosinone,Serie B,2,0,1,0
737,Francis Coquelin,,Right,178.0,73.0,Villarreal,La Liga,1,0,1,1
738,Francis Onyeka,17.0,,,,Leverkusen U19,U19 Bundesliga,6,1,0,0
739,Francisco Jesús Crespo García,28.0,Left,175.0,67.0,Las Palmas,La Liga,1,1,1,0
740,Francisco Perez,22.0,,,,Valencia,La Liga,1,0,1,0
741,Franck Honorat,28.0,Right,180.0,69.0,Gladbach,Bundesliga,1,1,1,0
742,Franco Cervi,30.0,Left,167.0,59.0,Celta Vigo,La Liga,1,1,1,0
743,Franco Umeh-Chibueze,19.0,,,,Crystal Palace,PL2,6,0,1,0
744,Frank Magri,25.0,Right,178.0,74.0,Toulouse,Ligue 1,1,1,0,0
745,Frank Onyeka,26.0,Right,183.0,74.0,Brentford,Premier League,1,0,1,0
746,Frank Ronstadt,27.0,Right,179.0,76.0,Kaiserslautern,2,2,0,0,1
747,Frans Krätzig,21.0,,,,Stuttgart,Bundesliga,1,0,1,0
748,Fraser Hornby,25.0,Right,178.0,68.0,Darmstadt 98,2,2,1,0,0
749,Fred Onyedinma,,Right,185.0,74.0,Rotherham Utd,Championship,2,1,1,1
750,Frederic Guilbert,29.0,Right,178.0,69.0,Lecce,Serie A,1,0,1,1
751,Frederik Winther,23.0,,186.0,78.0,Hammarby,Allsvenskan,1,0,0,1
752,Fredrik Jensen,27.0,Right,183.0,79.0,Augsburg,Bundesliga,1,1,1,0
753,Frenkie de Jong,27.0,Right,180.0,68.0,Barcelona,La Liga,1,0,1,1
754,Fábio Silva,22.0,Right,185.0,73.0,Wolves,Premier League,1,1,0,0
755,Félix Lemaréchal,21.0,Right,181.0,74.0,Strasbourg,Ligue 1,1,0,1,0
756,Gabriel Gudmundsson,25.0,Left,181.0,76.0,Lille,Ligue 1,1,0,1,1
757,Gabriel Jesus,27.0,Right,177.0,72.0,Arsenal,Premier League,1,1,1,0
758,Gabriel Magalhães,26.0,Left,190.0,78.0,Arsenal,Premier League,1,0,0,1
759,Gabriel Osho,26.0,Right,,,Auxerre,Ligue 1,1,0,0,1
760,Gabriel Strefezza,27.0,Right,168.0,63.0,Como,Serie A,1,1,1,1
761,Gabriel Suazo,27.0,Left,180.0,69.0,Toulouse,Ligue 1,1,0,1,1
762,Gabriel Veiga,22.0,Right,178.0,67.0,Al-Ahli,Saudi Professional League,1,0,1,0
763,Gaetano Castrovilli,27.0,Right,187.0,78.0,Lazio,Serie A,1,0,1,0
764,Gaetano Oristanio,21.0,,,,Venezia,Serie A,1,1,1,0
765,Gastón Pereiro,29.0,Left,188.0,79.0,Ternana,Serie B,2,1,1,0
766,Gastón Álvarez,24.0,Left,184.0,72.0,Al-Qadsiah,Saudi Professional League,1,0,0,1
767,Gautier Lloris,29.0,Left,191.0,83.0,Le Havre,Ligue 1,1,0,0,1
768,Gavi,20.0,Right,173.0,69.0,Barcelona,La Liga,1,1,1,0
769,Gavin Kilkenny,24.0,,,,Swindon Town,League Two,4,0,1,0
770,Gaëtan Laborde,30.0,Left,181.0,78.0,Nice,Ligue 1,1,1,1,0
771,Gedeon Kalulu,27.0,Right,176.0,73.0,Lorient,Ligue 1,1,0,0,1
772,Gelabert,23.0,Right,182.0,77.0,Sporting Gijón,La Liga 2,2,0,1,0
773,Genki Haraguchi,,Right,177.0,68.0,Stuttgart,Bundesliga,1,1,1,0
774,Gennaro Borrelli,24.0,,,,Brescia,Serie B,2,1,0,0
775,Geoffrey Kondogbia,31.0,Left,188.0,78.0,Marseille,Ligue 1,1,0,1,0
776,George Baldock,31.0,Right,175.0,69.0,Sheffield Utd,Premier League,1,0,1,1
777,George Earthy,20.0,,,,Bristol City,Championship,2,0,1,0
778,George Pușcaș,28.0,Right,184.0,73.0,BB Bodrumspor,Süper Lig,1,1,0,0
779,Georges Mikautadze,23.0,Right,176.0,71.0,Lyon,Ligue 1,1,1,0,0
780,Gerard Gumbau,29.0,Left,187.0,78.0,Rayo Vallecano,La Liga,1,0,1,0
781,Gerard Moreno,32.0,Left,177.0,74.0,Villarreal,La Liga,1,1,1,0
782,Germán Pezzella,33.0,Right,187.0,82.0,River Plate,Liga Argentina,1,0,0,1
783,Gerrit Holtmann,29.0,Left,183.0,73.0,Darmstadt 98,Bundesliga,1,1,1,0
784,Gerzino Nyamsi,27.0,Right,192.0,84.0,Loko Moscow,Russian Premier League,1,0,0,1
785,Giacomo Bonaventura,35.0,Right,180.0,74.0,Al-Shabab,Saudi Professional League,1,0,1,0
786,Giacomo Raspadori,24.0,Right,172.0,66.0,Napoli,Serie A,1,1,1,0
787,Gian Marco Ferrari,32.0,Left,189.0,82.0,Sassuolo,Serie A,1,0,0,1
788,Giangiacomo Magnani,28.0,Right,191.0,84.0,Hellas Verona,Serie A,1,0,0,1
789,Gianluca Caprari,31.0,Right,171.0,69.0,Monza,Serie A,1,1,1,0
790,Gianluca Gaetano,24.0,Right,181.0,71.0,Napoli,Serie A,1,0,1,0
791,Gianluca Lapadula,34.0,Left,179.0,68.0,Cagliari,Serie A,1,1,0,0
792,Gianluca Mancini,28.0,Right,190.0,84.0,Roma,Serie A,1,0,0,1
793,Gianluca Scamacca,25.0,Right,195.0,86.0,Atalanta,Serie A,1,1,0,0
794,Gift Orban,22.0,,,,Lyon,Ligue 1,1,1,0,0
795,Gino Infantino,21.0,,,,Fiorentina,Serie A,1,0,1,0
796,Gio Reyna,21.0,Right,183.0,71.0,Dortmund,Bundesliga,1,1,1,0
797,Giorgio Cittadini,22.0,,,,Genoa,Serie A,1,0,0,1
798,Giorgio Scalvini,20.0,Right,194.0,76.0,Atalanta,Serie A,1,0,0,1
799,Giorgos Kyriakopoulos,28.0,Left,178.0,74.0,Monza,Serie A,1,0,1,1
800,Giovani Lo Celso,28.0,Left,175.0,68.0,Tottenham Hotspur,Premier League,1,1,1,0
801,Giovanni Di Lorenzo,31.0,Right,184.0,79.0,Napoli,Serie A,1,0,1,1
802,Giovanni Fabbian,21.0,Right,,,Bologna,Serie A,1,0,1,0
803,Giovanni González,29.0,Right,175.0,69.0,Krasnodar,Russian Premier League,1,0,0,1
804,Giovanni Simeone,29.0,Right,181.0,81.0,Napoli,Serie A,1,1,0,0
805,Giuliano Simeone,21.0,,184.0,72.0,Atlético Madrid,La Liga,1,1,0,0
806,Giulio Donati,,Right,179.0,78.0,Monza,Serie A,1,0,0,1
807,Giulio Maggiore,26.0,Right,184.0,68.0,Salernitana,Serie B,2,0,1,0
808,Giuseppe Caso,25.0,Right,172.0,64.0,Frosinone,Serie A,1,1,0,0
809,Giuseppe Pezzella,26.0,Left,185.0,81.0,Empoli,Serie A,1,0,1,1
810,Gleison Bremer,27.0,Right,188.0,83.0,Juventus,Serie A,1,0,0,1
811,Gonzalo Escalante,31.0,Right,175.0,72.0,Cádiz,La Liga 2,2,0,1,0
812,Gonzalo Melero,30.0,Right,183.0,77.0,Almería,La Liga 2,2,0,1,0
813,Gonzalo Montiel,27.0,Right,180.0,73.0,Nott'ham Forest,Premier League,1,0,0,1
814,Gonzalo Villar,26.0,Right,181.0,74.0,Granada,La Liga 2,2,0,1,0
815,Gonçalo Guedes,27.0,Right,178.0,68.0,Wolves,Premier League,1,1,1,0
816,Gonçalo Paciência,30.0,Right,184.0,78.0,Bochum,Bundesliga,1,1,0,0
817,Gonçalo Ramos,23.0,Right,184.0,78.0,Paris S-G,Ligue 1,1,1,0,0
818,Granit Xhaka,31.0,Left,185.0,82.0,Leverkusen,Bundesliga,1,0,1,0
819,Grant Ranos,21.0,,,,Gladbach,Bundesliga,1,1,0,0
820,Grejohn Kyei,29.0,Right,187.0,83.0,Standard Liège,Pro League A,1,1,0,0
821,Grigoris Kastanos,26.0,Left,176.0,71.0,Hellas Verona,Serie A,1,0,1,0
822,Grischa Prömel,29.0,Right,180.0,74.0,Hoffenheim,Bundesliga,1,0,1,0
823,Grégoire Defrel,33.0,Left,179.0,77.0,Modena,Serie B,2,1,1,0
824,Guela Doué,21.0,,183.0,,Strasbourg,Ligue 1,1,0,0,1
825,Guido Rodríguez,30.0,Right,185.0,78.0,West Ham,Premier League,1,0,1,0
826,Guille Bueno,21.0,,178.0,,Darmstadt 98,2,2,0,0,1
827,Guillermo Maripán,30.0,Right,193.0,83.0,Monaco,Ligue 1,1,0,0,1
828,Gustav Isaksen,23.0,,178.0,68.0,Lazio,Serie A,1,1,1,0
829,Gustavo Hamer,27.0,Right,169.0,60.0,Sheffield Utd,Championship,2,0,1,0
830,Habib Diarra,20.0,Right,179.0,73.0,Strasbourg,Ligue 1,1,0,1,0
831,Habib Keita,22.0,Left,182.0,72.0,Clermont Foot,Ligue 2,2,0,1,0
832,Habib Maïga,28.0,Right,181.0,76.0,Ferencváros,NB I,1,0,1,0
833,Hakan Çalhanoğlu,30.0,Right,176.0,73.0,Inter,Serie A,1,1,1,0
834,Hamari Traoré,32.0,Right,175.0,63.0,Real Sociedad,La Liga,1,0,0,1
835,Hamed Junior Traorè,24.0,Right,177.0,68.0,Auxerre,Ligue 1,1,1,1,0
836,Hamza Rafia,25.0,Right,178.0,73.0,Lecce,Serie A,1,0,1,0
837,Han-Noah Massengo,23.0,,175.0,63.0,Burnley,Championship,2,0,1,0
838,Hannes Delcroix,25.0,Left,183.0,73.0,Burnley,Premier League,1,0,0,1
839,Hannibal Mejbri,21.0,Right,154.0,69.0,Burnley,Championship,2,0,1,0
840,Hans Hateboer,30.0,Right,185.0,72.0,Rennes,Ligue 1,1,0,1,1
841,Hans Nicolussi Caviglia,24.0,Right,180.0,68.0,Venezia,Serie A,1,0,1,0
842,Harrison Reed,29.0,Right,176.0,74.0,Fulham,Premier League,1,0,1,0
843,Harry Kane,31.0,Right,188.0,73.0,Bayern Munich,Bundesliga,1,1,0,0
844,Harry Maguire,31.0,Right,188.0,78.0,Manchester Utd,Premier League,1,0,0,1
845,Harry Toffolo,29.0,Left,183.0,71.0,Nott'ham Forest,Premier League,1,0,1,1
846,Harry Wilson,27.0,Left,173.0,69.0,Fulham,Premier League,1,1,1,0
847,Harvey Barnes,26.0,Right,174.0,68.0,Newcastle Utd,Premier League,1,1,1,0
848,Harvey Elliott,21.0,Left,170.0,67.0,Liverpool,Premier League,1,1,1,0
849,Harvey Griffiths,20.0,,,,Wolverhampton Wanderers,PL2,6,0,1,0
850,Hassane Kamara,30.0,Left,166.0,62.0,Udinese,Serie A,1,0,1,1
851,Hendry Blank,20.0,,,,RB Salzburg,Bundesliga,1,0,0,1
852,Henrikh Mkhitaryan,35.0,Right,178.0,72.0,Inter,Serie A,1,1,1,0
853,Henrique,,Left,173.0,71.0,Lyon,Ligue 1,1,0,0,1
854,Hianga Mananga Mbock,24.0,Right,186.0,79.0,Brest,Ligue 1,1,0,1,0
855,Hicham Boudaoui,24.0,Right,175.0,60.0,Nice,Ligue 1,1,0,1,0
856,Hiroki Ito,25.0,Left,186.0,78.0,Stuttgart,Bundesliga,1,0,0,1
857,Hirving Lozano,29.0,Right,177.0,69.0,PSV Eindhoven,Eredivisie,1,1,1,0
858,Hjalmar Ekdal,25.0,Right,187.0,76.0,Burnley,Premier League,1,0,0,1
859,Houboulang Mendes,26.0,Right,183.0,73.0,Troyes,Ligue 2,2,0,0,1
860,Houssem Aouar,26.0,Right,175.0,69.0,Al-Ittihad,Saudi Professional League,1,1,1,0
861,Hrvoje Smolčić,24.0,Left,183.0,79.0,LASK,Bundesliga,1,0,0,1
862,Hugo Bueno,21.0,Left,180.0,72.0,Feyenoord,Eredivisie,1,0,1,1
863,Hugo Duro,24.0,Left,178.0,72.0,Valencia,La Liga,1,1,0,0
864,Hugo Ekitike,22.0,Right,189.0,76.0,Eint Frankfurt,Bundesliga,1,1,0,0
865,Hugo Guillamón,24.0,Right,182.0,82.0,Valencia,La Liga,1,0,1,1
866,Hugo Larsson,20.0,,,,Eint Frankfurt,Bundesliga,1,0,1,0
867,Hugo Magnetti,26.0,Right,180.0,74.0,Brest,Ligue 1,1,0,1,0
868,Hugo Novoa,21.0,Right,182.0,72.0,Alavés,La Liga,1,1,0,0
869,Hugo Álvarez,21.0,,183.0,72.0,Celta Vigo,La Liga,1,0,0,1
870,Hwang Hee-chan,28.0,Right,177.0,69.0,Wolves,Premier League,1,1,1,0
871,Hwang Ui-jo,32.0,Right,184.0,73.0,Norwich City,Championship,2,1,1,0
872,Hákon Arnar Haraldsson,21.0,Right,180.0,,Lille,Ligue 1,1,1,1,0
873,Héctor Bellerín,29.0,Right,177.0,73.0,Betis,La Liga,1,0,1,1
874,Iago,27.0,Left,182.0,68.0,Bahia,Série A,1,0,1,1
875,Iago Aspas,37.0,Left,176.0,67.0,Celta Vigo,La Liga,1,1,1,0
876,Ian Maatsen,22.0,Left,167.0,57.0,Aston Villa,Premier League,1,0,1,1
877,Ianis Hagi,25.0,Both,172.0,68.0,Alavés,La Liga,1,1,1,0
878,Ibrahim Cissoko,21.0,,,,Plymouth Argyle,Championship,2,1,0,0
879,Ibrahim Diakité,20.0,Right,178.0,74.0,FC Stade Lausanne-Ouchy,Super Lg,1,0,0,1
880,Ibrahim Salah,23.0,Right,,,Rennes,Ligue 1,1,1,0,0
881,Ibrahim Sangaré,26.0,Right,191.0,77.0,Nott'ham Forest,Premier League,1,0,1,0
882,Ibrahim Sulemana,21.0,,179.0,74.0,Atalanta,Serie A,1,0,1,0
883,Ibrahima Kebe,24.0,,180.0,78.0,Lommel SK,Pro League B,2,0,1,0
884,Ibrahima Konaté,25.0,Right,193.0,83.0,Liverpool,Premier League,1,0,0,1
885,Ibrahima Koné,25.0,Left,190.0,83.0,Almería,La Liga,1,1,0,0
886,Ibrahima Sissoko,26.0,Right,193.0,87.0,Bochum,Bundesliga,1,0,1,0
887,Iddrisu Baba,28.0,Right,185.0,73.0,Almería,La Liga 2,2,0,1,0
888,Idrissa Gana Gueye,34.0,Right,174.0,63.0,Everton,Premier League,1,0,1,0
889,Iglesias,26.0,Right,185.0,77.0,Getafe,La Liga,1,0,0,1
890,Ignacio Miramon,21.0,,,,Boca Juniors,Liga Argentina,1,0,1,0
891,Ignasi Miquel,31.0,Left,193.0,84.0,Granada,La Liga 2,2,0,0,1
892,Ignatius Ganago,25.0,Right,176.0,78.0,Nantes,Ligue 1,1,1,0,0
893,Igor,26.0,Left,185.0,79.0,Brighton,Premier League,1,0,0,1
894,Igor Carioca,28.0,Right,173.0,66.0,Lorient,Ligue 2,2,0,0,1
895,Igor Zubeldia,27.0,Right,185.0,78.0,Real Sociedad,La Liga,1,0,1,1
896,Ihlas Bebou,30.0,Right,183.0,72.0,Hoffenheim,Bundesliga,1,1,1,0
897,Iker Muniain,,Right,169.0,63.0,Athletic Club,La Liga,1,1,1,0
898,Iker Muñoz,21.0,,,,Osasuna,La Liga,1,0,1,0
899,Ilaix Moriba,21.0,Right,185.0,73.0,Celta Vigo,La Liga,1,0,1,0
900,Ilario Monterisi,22.0,,,,Frosinone,Serie B,2,0,0,1
901,Ilia Gruev,24.0,Left,185.0,72.0,Leeds United,Championship,2,0,1,0
902,Ilias Akhomach,20.0,,175.0,69.0,Villarreal,La Liga,1,0,1,0
903,Illia Zabarnyi,22.0,Right,189.0,81.0,Bournemouth,Premier League,1,0,0,1
904,Imanol,24.0,Left,177.0,62.0,Sparta Prague,Czech First League,1,0,0,1
905,Imari Samuels,21.0,,,,Brighton,PL2,6,0,0,1
906,Imran Louza,25.0,Left,178.0,64.0,Watford,Championship,2,0,1,0
907,Iron Gomis,24.0,Right,182.0,78.0,Kasımpaşa,Süper Lig,1,0,1,0
908,Irvin Cardona,27.0,Right,185.0,76.0,Espanyol,La Liga,1,1,1,0
909,Isaac Bernal,24.0,,180.0,,Sevilla,La Liga,1,1,0,0
910,Isaac Carcelen,31.0,Right,182.0,77.0,Cádiz,La Liga 2,2,0,1,1
911,Isaac Palazón Camacho,29.0,Left,169.0,71.0,Rayo Vallecano,La Liga,1,1,1,0
912,Isaac Success,,Right,182.0,86.0,Udinese,Serie A,1,1,1,0
913,Isak Hansen-Aarøen,20.0,,174.0,59.0,Werder Bremen,Bundesliga,1,0,1,0
914,Isak Hien,25.0,,191.0,87.0,Atalanta,Serie A,1,0,0,1
915,Isco,32.0,Right,177.0,73.0,Betis,La Liga,1,1,1,0
916,Ishé Samuels-Smith,18.0,,,,Chelsea,PL2,6,0,0,1
917,Ismail Jakobs,25.0,Left,183.0,74.0,Monaco,Ligue 1,1,1,1,1
918,Ismaila Cheick Coulibaly,23.0,Right,183.0,79.0,AIK Stockholm,Allsvenskan,1,0,1,0
919,Ismaila Sarr,26.0,Right,180.0,69.0,Crystal Palace,Premier League,1,1,1,0
920,Ismaily,34.0,Left,177.0,69.0,Lille,Ligue 1,1,0,0,1
921,Ismaël Bennacer,26.0,Left,175.0,69.0,Milan,Serie A,1,0,1,0
922,Ismaël Doukouré,21.0,,182.0,69.0,Strasbourg,Ligue 1,1,0,1,1
923,Ismaël Gharbi,20.0,Right,173.0,60.0,FC Stade Lausanne-Ouchy,Super Lg,1,0,1,0
924,Ismaël Traoré,38.0,Right,185.0,74.0,Metz,Ligue 2,2,0,0,1
925,Issa Diop,27.0,Right,194.0,89.0,Fulham,Premier League,1,0,0,1
926,Issa Kaboré,23.0,Right,180.0,,Luton Town,Premier League,1,0,1,1
927,Issa Soumaré,23.0,Right,182.0,74.0,Le Havre,Ligue 1,1,1,1,0
928,Issiaga Sylla,30.0,Left,180.0,69.0,Montpellier,Ligue 1,1,0,1,1
929,Ivan Cavaleiro,,Right,175.0,72.0,Lille,Ligue 1,1,1,1,0
930,Ivan Ilić,23.0,Left,182.0,77.0,Torino,Serie A,1,0,1,0
